2,8,3,0,0,2,5,5,3,3,1,3,4,3,3,4,1,5,5,4,0,3,4,2,3,2,5,7,0,3,2,3,5,6,3,5,3,5,3,3,3,5,3,2,5,4,5,0,5,6,4,4,5,4,7,4,4,3,5,0,4,4,0,0,5,66,1,1,0,2,3,4,4,1,5,5,4,8,2,4,3,1,3,0,0,0,6,0,4,5,4,4,0,4,1,4,3,3,3,1,5,10,3,3,1,0,3,0,2,2,0,9,3,2,2,6,2,4,5,4,2,1,3,4,0,3,1,5,4,4,10,2,1,0,4,4,3,4,4,3,11,5,1,3,2,0,3,5,0,1,2,3,4,4,3,0,4,0,0,4,3,1,4,5,2,5,4,0,3,3,4,4,0,2,2,0,4,1,4,4,9,0,4,1,2,13,8,3,1,4,5,7,3,4,18,11,2,4,0,5,3,2,5,1,2,3,22,0,74,5,3,0,44,4,77,4,24,6,0,52,43,4,36,47,5,59,71,8,46,73,42,2,2,4,20,92,0,25,84,8,2,64,4,75,31,0,75,3,2,2,77,54,15,7,87,5,2,0,0,6,67,43,5,0,26,0,2,0,6,68,0,0,2,56,10,76,3,1,73,55,30,71,4,0,0,0,37,74,3,5,37,65,55,0,25,0,73,70,5,0,100,100,53,68,53,72,51,51,100,71,59,7,74,73,55,98,23,69,74,72,68,73,1,25,10,34,0,67,100,70,90,0,74,12,67,45,0,69,0,66,73,0,14,6,60,0,12,52,72,41,86,59,72,50,72,68,55,33,39,87,26,23,69,13,73,34,43,72,89,35,49,73,16,70,96,19,0,25,33,96,66,73,75,4,46,76,72,98,68,68,64,43,38,24,71,44,69,49,4,95,54,21,73,0,33,31,73,37,74,52,73,68,68,72,69,74,0,74,74,70,71,52,68,0,52,0,36,72,57,71,21,4,0,56,37,73,54,33,52,53,73,40,70,73,16,55,74,72,73,58,30,21,11,94,0,89,54,58,35,70,72,72,74,41,72,0,13,39,0,39,58,50,75,74,50,60,63,72,0,69,0,42,100,71,56,68,74,57,69,43,74,28,73,99,54,71,65,52,50,0,72,74,70,53,91,75,69,76,72,21,74,72,0,75,30,76,68,75,54,29,55,75,76,71,51,37,39,0,70,4,74,65,54,0,55,87,72,76,51,75,73,16,76,100,27,75,38,74,70,73,70,74,77,18,15,40,70,90,56,75,6,43,52,55,69,30,100,74,73,72,74,77,68,77,38,75,42,3,100,74,74,69,98,69,66,58,5,74,40,70,74,76,76,27,71,72,72,66,96,74,45,94,96,70,71,73,71,7,97,70,0,40,48,48,77,98,76,43,57,89,7,74,2,14,75,54,78,51,51,56,55,68,74,4,38,67,53,72,56,44,56,3,44,52,7,4,51,71,72,13,3,4,21,52,72,19,72,58,38,38,3,76,98,39,37,42,71,2,49,51,44,51,100,65,99,75,55,55,75,66,70,56,84,5,46,59,72,5,5,4,95,62,42,74,46,3,75,75,76,3,71,4,47,24,75,63,74,2,43,95,5,47,73,5,3,72,74,73,68,74,74,69,94,76,45,32,74,4,41,59,67,39,7,71,4,79,97,73,3,45,66,77,88,73,57,73,41,13,59,67,45,35,72,75,26,71,76,48,76,3,52,68,36,7,38,40,100,51,57,54,58,74,74,97,46,42,40,100,41,33,20,50,74,36,3,55,73,68,69,74,35,58,56,59,100,89,33,52,58,74
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
